"Gender","Age","Induction","Content1","Calm1","Energetic1","Empowered1","Sad1","Frustrated1","Vigilant1","Bored1","Serene1","Unhappy1","SelfAssured1","Vulnerable1","Stressed1","Surprised1","InControl1","Active1","Depressed1","Unconcerned1","Nervous1","Enthusiastic1","Relaxed1","Anxious1","Overwhelmed1","Helpless1","AtEase1","Confident1","Angry1","Scared1","Satisfied1","Disheartened1","Upset1","Passive1","Panicked1","Asleep1","Happy1","Elated1","Joyful1","Insecure1","Tense1","Aggressive1","Content2","Calm2","Energetic2","Empowered2","Sad2","Frustrated2","Vigilant2","Bored2","Serene2","Unhappy2","SelfAssured2","Vulnerable2","Stressed2","Surprised2","InControl2","Active2","Depressed2","Unconcerned2","Nervous2","Enthusiastic2","Relaxed2","Anxious2","Overwhelmed2","Helpless2","AtEase2","Confident2","Angry2","Scared2","Satisfied2","Disheartened2","Upset2","Passive2","Panicked2","Asleep2","Happy2","Elated2","Joyful2","Insecure2","Tense2","Aggressive2"
"F","20","Happy","18",33,9,3,81,86,25,19,8,72,8,100,52,8,15,8,70,19,60,7,14,72,94,90,14,5,47,48,14,79,73,40,54,65,6,10,6,100,63,25,22,40,11,7,74,93,39,15,27,65,10,93,62,6,10,16,92,23,75,8,10,66,95,94,4,14,37,42,13,81,79,34,67,80,10,11,10,91,66,30
"F","21","Happy","75",0,100,100,0,0,56,0,83,0,77,0,0,20,51,77,0,12,0,86,73,0,0,0,0,79,0,0,84,0,0,5,0,0,100,0,80,0,0,0,100,0,91,100,0,0,0,0,100,0,88,0,0,100,48,100,0,0,0,77,100,0,0,0,43,100,0,0,100,0,0,0,0,0,95,0,95,0,0,0
"F","21","Happy","51",100,11,100,96,0,100,0,17,100,100,100,100,0,35,100,100,0,100,0,0,100,100,0,0,100,69,100,0,100,0,100,0,100,12,0,0,100,100,0,100,100,51,100,100,100,100,0,10,100,100,100,30,100,0,0,100,0,28,14,27,100,100,100,0,100,26,100,100,100,100,0,0,21,48,0,0,0,48,0
"F","22","Happy","83",100,90,0,5,0,0,0,65,0,20,10,20,0,70,15,0,0,10,10,75,10,20,10,62,10,0,0,0,0,0,0,0,25,41,0,71,0,10,0,60,57,60,0,0,0,0,0,37,0,16,0,0,0,0,15,0,0,10,10,63,0,0,0,58,10,0,0,24,0,0,20,6,0,17,0,75,0,0,0
"F","22","Happy","90",71,87,54,3,10,4,7,78,4,83,23,7,15,65,69,1,36,5,77,81,5,2,23,85,75,1,16,63,3,5,37,4,4,72,16,84,11,11,2,93,94,87,82,2,9,2,16,93,4,92,12,5,21,85,90,5,21,4,78,95,10,10,4,83,79,5,7,96,4,4,30,7,20,88,44,96,17,3,2
"F","21","Happy","89",100,42,46,0,0,46,0,100,2,64,0,3,16,5,48,0,0,4,93,87,0,0,0,100,76,0,0,77,0,0,0,0,0,82,13,72,0,0,0,98,65,60,51,0,0,0,0,100,0,65,0,0,88,0,62,0,0,0,91,73,0,0,0,57,0,0,0,94,0,0,0,0,0,94,58,94,0,0,0
"F","21","Happy","78",70,87,52,27,33,26,61,57,10,57,48,65,36,65,28,37,35,16,75,65,56,58,45,58,56,3,0,40,50,2,44,1,26,86,2,86,35,2,34,86,87,63,50,0,6,26,1,77,1,41,7,47,23,25,80,1,9,1,65,51,28,1,2,73,59,1,0,52,23,2,23,2,30,87,12,87,12,4,4
"M","23","Happy","90",21,77,11,12,0,10,0,86,0,87,0,7,10,48,0,0,0,22,88,77,5,8,0,80,90,0,4,85,0,0,0,0,24,84,0,75,0,17,0,100,53,100,78,0,0,0,0,93,0,95,0,0,33,86,0,0,0,4,100,99,0,92,0,95,95,0,0,99,0,0,0,0,0,98,86,97,0,0,0
"M","20","Happy","30",35,30,70,10,10,30,20,43,3,72,3,22,0,32,11,12,28,10,5,45,9,15,2,5,54,5,0,15,2,3,28,0,37,6,6,6,0,11,0,65,44,20,82,0,2,10,0,48,0,80,0,2,0,8,2,0,14,0,17,40,0,0,0,17,55,0,0,2,0,0,22,0,10,6,5,8,0,2,0
"M","23","Happy","70",61,33,49,33,34,47,49,26,28,27,40,83,20,48,50,35,49,69,40,48,71,48,48,69,48,24,10,76,42,60,60,48,49,74,33,67,21,47,21,67,50,53,33,16,49,16,48,62,23,68,48,16,48,47,68,26,48,26,69,48,23,27,49,73,32,26,24,49,24,16,39,15,25,77,76,77,25,16,36
"M","22","Sad","71",48,39,49,3,7,19,1,80,2,50,1,17,1,80,70,1,38,1,74,68,5,1,5,68,52,1,7,59,2,8,6,1,36,80,28,81,4,7,1,61,71,51,56,3,4,10,1,51,1,40,4,4,7,35,48,7,42,2,48,44,2,2,17,77,56,6,3,49,0,5,1,1,24,59,3,55,7,3,2
"M","52","Sad","79",52,69,58,0,2,94,2,50,1,50,80,22,1,48,88,1,2,20,81,50,29,1,3,73,77,5,4,43,2,39,2,2,2,76,46,75,5,13,22,61,49,73,55,6,1,37,5,45,6,45,4,20,48,44,51,2,47,1,13,49,3,4,3,64,67,3,4,28,5,0,5,4,1,44,1,49,3,4,4
"F","21","Sad","27",49,10,3,36,65,13,69,9,69,8,76,66,17,3,9,75,25,59,13,10,66,68,66,4,19,18,51,7,70,15,67,49,72,5,28,26,59,49,45,0,10,0,0,88,40,38,55,0,58,0,91,81,18,0,0,71,9,64,0,10,79,6,92,4,0,46,90,0,72,57,7,64,24,0,31,0,72,28,13
"F","52","Sad","80",77,66,42,0,34,79,8,50,2,65,2,26,72,84,93,3,54,36,91,57,31,8,96,97,86,2,17,85,0,38,0,18,0,89,0,91,4,14,0,65,10,50,81,8,33,40,3,51,0,63,17,20,5,31,95,3,40,25,94,82,34,4,98,35,88,5,20,96,0,29,0,33,5,90,0,90,4,14,0
"M","21","Sad","90",33,87,17,2,2,1,3,54,2,51,7,31,3,52,17,3,4,2,46,56,16,29,15,46,32,1,1,45,9,1,12,2,1,64,23,59,6,2,2,29,35,29,5,9,0,0,0,8,6,27,0,0,0,25,0,4,10,0,0,10,0,0,0,9,5,0,0,0,2,0,0,0,0,19,0,18,0,0,0
"F","20","Sad","52",81,37,5,1,0,33,0,100,0,44,0,7,0,69,78,0,0,4,76,89,2,52,0,84,76,0,0,76,60,6,0,0,5,84,17,84,0,7,0,35,70,6,18,45,5,0,0,14,40,44,17,44,0,71,14,51,0,40,29,40,40,38,16,71,31,24,43,40,22,47,0,11,0,58,0,50,8,35,0
"F","20","Sad","89",61,67,29,0,0,18,0,35,0,35,38,43,0,16,29,0,0,0,91,17,37,0,0,57,19,0,0,77,0,0,0,0,17,94,0,94,0,0,0,73,45,6,0,42,29,33,0,26,42,6,69,71,0,20,0,0,0,70,58,9,61,48,50,12,9,0,0,0,0,0,0,0,0,69,0,69,23,11,0
"M","23","Sad","60",29,71,52,19,6,80,12,31,1,31,22,52,15,77,77,10,25,27,71,41,82,16,23,58,21,4,64,76,14,26,2,12,0,78,53,63,20,28,14,22,23,31,18,2,71,74,53,17,11,73,72,9,36,79,80,22,22,25,15,6,22,61,93,58,75,5,10,30,18,66,27,15,0,74,6,31,46,50,13
"M","22","Sad","76",29,75,79,18,41,65,8,65,12,52,11,16,4,68,22,25,0,69,97,21,8,91,8,27,74,1,10,79,10,21,5,2,3,57,80,58,9,73,15,73,52,70,52,68,1,18,12,35,19,74,2,18,1,75,33,46,52,22,32,88,1,72,14,72,82,0,0,83,39,6,38,5,93,70,26,59,0,7,0
"F","22","Angry","30",34,28,66,49,20,67,14,15,24,53,52,66,9,72,18,33,27,73,23,20,73,20,44,14,28,7,9,24,20,68,21,19,61,32,7,22,66,59,13,20,26,16,55,29,65,65,22,13,67,52,67,54,15,54,19,12,12,76,21,7,76,30,29,15,36,62,19,16,11,77,20,19,69,14,13,15,65,59,20
"M","53","Angry","66",52,65,52,0,0,55,0,86,0,75,0,75,10,85,81,0,0,24,76,85,0,0,0,50,77,0,0,75,0,0,0,0,0,84,9,62,9,6,0,75,45,71,64,0,16,73,0,73,0,67,0,12,0,64,67,0,0,0,67,20,14,0,0,45,67,5,0,70,0,14,0,0,0,75,13,61,0,11,0
"F","22","Angry","76",35,52,55,3,0,12,3,79,0,62,17,29,5,60,34,2,23,6,76,76,10,7,9,76,58,0,0,80,0,0,25,16,52,81,46,81,0,14,0,61,65,49,52,0,1,3,1,64,0,61,9,9,0,40,48,4,6,6,67,78,9,15,11,86,43,2,0,66,6,2,17,5,43,70,43,71,2,13,0
"F","21","Angry","69",47,37,0,14,11,14,6,22,5,12,13,36,6,23,42,0,15,13,43,23,16,56,5,22,33,0,0,0,0,0,16,0,16,42,2,26,31,26,0,9,33,48,0,7,18,48,0,8,0,47,88,85,53,10,49,31,19,50,2,10,50,74,100,0,18,12,0,0,88,55,90,10,0,0,0,0,50,57,24
"M","29","Angry","77",62,56,40,20,45,30,50,30,30,45,20,50,5,84,37,46,10,22,60,60,30,33,37,47,25,5,25,15,40,20,35,6,14,58,32,60,20,5,5,72,73,45,54,25,18,41,14,35,18,40,21,20,5,50,41,7,29,11,43,63,18,10,32,48,50,18,31,41,45,10,28,15,30,84,43,79,10,10,20
"F","20","Angry","66",72,30,6,0,0,66,24,36,0,49,6,13,0,60,61,4,0,25,53,48,23,7,0,70,46,0,0,16,14,0,22,0,46,46,0,69,16,24,0,26,43,71,0,12,54,63,11,0,0,41,0,22,0,63,74,0,0,17,0,0,24,17,38,39,19,12,0,0,22,59,13,5,18,57,0,26,0,62,10
"F","21","Angry","89",62,93,52,1,2,2,2,96,10,48,1,72,0,49,82,3,1,49,92,76,72,63,22,50,38,0,25,47,12,5,0,32,11,52,48,84,0,34,3,77,99,77,15,0,7,0,0,88,3,38,0,59,0,31,67,4,0,41,77,41,51,59,25,59,40,0,0,56,10,6,0,60,4,60,58,79,0,39,2
"F","23","Angry","82",96,40,57,0,0,58,2,86,0,58,0,0,0,50,63,0,33,5,70,78,0,11,0,67,80,0,0,10,0,14,2,0,25,69,12,69,4,11,0,19,75,15,21,33,0,14,0,79,8,40,0,0,62,13,28,20,22,0,0,66,27,12,0,58,31,58,0,0,0,42,0,0,18,31,0,23,11,41,0
"F","21","Angry","85",35,75,54,8,12,38,9,54,9,58,0,59,0,63,23,11,18,15,82,40,19,53,14,61,51,0,7,57,17,0,39,7,67,76,55,77,2,20,0,56,16,30,50,17,86,67,13,18,9,52,58,44,68,19,67,13,22,76,27,14,3,66,35,21,39,80,28,6,5,73,0,2,21,54,26,56,18,90,59
"F","26","Angry","88",38,64,23,0,0,0,0,82,0,4,90,0,0,42,87,0,7,0,94,65,0,18,6,77,28,0,0,67,0,0,0,6,68,100,3,100,0,11,9,62,17,51,3,30,85,23,0,59,5,18,91,68,45,16,33,10,26,20,40,57,19,7,59,50,45,43,7,62,39,34,29,9,26,63,4,61,6,17,37
"F","21","Fear","70",90,53,92,3,3,84,3,94,2,89,25,6,10,71,52,2,9,7,70,73,7,16,3,90,87,0,0,70,3,1,51,3,23,80,5,62,2,7,0,66,42,69,55,3,2,84,0,53,2,58,78,27,63,58,64,2,1,60,14,24,69,3,71,35,50,2,8,39,2,26,49,6,2,67,9,46,54,78,10
"F","20","Fear","35",100,5,14,1,1,1,1,70,1,100,1,9,1,1,1,1,1,1,65,57,2,1,2,35,61,1,1,5,1,1,1,1,1,47,1,30,1,1,1,1,75,6,12,2,1,17,1,20,2,49,2,1,39,5,7,1,1,24,26,38,3,2,1,81,38,1,12,42,1,1,11,1,37,68,2,45,2,1,7
"F","19","Fear","70",100,80,67,20,20,70,0,100,11,70,7,21,0,100,62,8,0,27,100,90,83,55,4,82,68,0,15,70,0,13,3,2,3,76,0,76,16,0,9,13,100,88,25,20,5,40,0,74,5,24,10,35,14,16,22,27,0,40,0,23,83,45,33,78,12,0,30,0,8,5,11,21,23,8,0,7,36,27,0
"M","19","Fear","60",70,30,20,15,10,10,75,30,20,15,40,35,10,60,20,65,20,35,15,25,35,10,65,40,15,10,20,25,15,10,60,10,70,60,10,50,10,30,15,35,40,10,10,15,10,30,60,25,20,15,35,40,10,25,20,25,40,50,30,20,60,15,50,20,15,10,20,30,30,10,50,15,60,60,10,30,20,50,25
"F","20","Fear","60",60,10,20,5,5,5,5,5,10,2,20,80,4,2,5,3,1,50,30,2,30,80,10,2,5,10,15,30,10,15,30,15,5,25,2,15,40,50,10,10,30,5,5,5,40,80,3,5,1,5,70,30,10,5,2,2,4,30,1,2,40,90,70,40,5,5,50,1,5,10,90,20,70,1,1,1,90,20,10
"F","19","Fear","65",100,35,20,55,0,50,15,95,60,70,70,15,10,60,10,65,15,20,15,90,5,30,20,90,65,0,0,85,0,0,95,0,90,60,15,60,40,5,0,10,20,50,5,5,20,75,0,15,10,20,80,50,65,20,65,20,0,70,10,10,85,60,70,5,10,0,60,10,30,0,60,40,10,10,5,10,85,75,0
"F","20","Fear","53",49,43,56,9,11,56,2,56,1,51,11,82,5,49,18,3,2,71,20,35,69,3,3,20,25,1,25,40,5,14,3,38,15,44,3,43,0,4,0,15,0,50,15,30,5,65,0,10,0,20,78,90,25,47,63,10,4,88,0,15,74,5,50,1,17,0,66,10,10,20,8,57,0,10,0,10,49,16,4
"F","22","Fear","40",59,30,1,1,1,1,30,35,1,35,20,70,1,1,1,20,1,70,1,10,70,10,1,35,20,1,1,10,1,1,1,10,80,60,1,1,1,1,1,10,1,1,1,2,2,30,50,20,1,1,20,1,1,30,0,1,70,1,1,30,1,1,1,20,40,1,1,1,10,1,1,1,79,1,1,1,1,30,1
"F","20","Fear","70",50,45,45,25,20,40,30,20,10,5,55,60,50,25,45,10,5,55,55,35,35,45,10,59,20,0,10,20,5,10,0,5,50,75,20,59,20,25,5,65,50,30,20,15,5,40,50,30,15,15,45,45,25,25,15,15,30,30,20,15,40,5,10,30,25,5,25,20,0,15,15,5,60,65,5,55,25,10,0
"M","24","Fear","25",19,10,10,40,65,10,70,10,87,30,61,75,0,30,0,80,34,60,7,17,100,85,76,15,9,5,45,12,73,78,54,78,31,0,16,0,95,63,37,15,17,6,7,79,85,24,59,9,75,20,64,88,8,14,9,81,31,77,4,7,100,75,88,6,23,31,50,17,81,63,45,59,27,0,22,0,82,66,27
"F","21","Fear","25",70,30,50,30,11,60,35,36,45,36,25,60,9,50,28,30,45,40,20,15,35,15,15,25,30,5,10,30,35,10,40,20,100,20,20,18,10,40,2,20,26,20,14,30,35,31,40,31,15,19,16,40,9,30,19,41,19,50,10,21,21,21,11,22,5,10,12,10,22,4,13,30,100,20,2,10,16,31,8
"F","19","Fear","73",71,54,67,61,44,78,38,66,33,37,40,64,51,56,51,48,35,63,60,30,42,45,34,49,44,41,32,64,36,45,28,49,37,83,35,71,44,49,21,62,53,57,42,40,31,45,29,53,31,46,41,45,70,34,48,35,35,46,41,35,46,25,46,44,43,29,35,56,33,35,26,26,48,71,34,52,41,58,26
"F","19","Fear","65",90,45,60,8,10,1,60,70,5,73,2,5,0,15,20,15,40,3,1,73,0,5,3,62,56,0,4,50,50,0,86,0,86,75,24,75,2,3,0,50,81,3,31,2,7,20,53,44,6,54,7,10,2,47,31,12,50,15,55,45,21,21,2,53,46,1,29,42,55,1,94,6,85,76,3,74,4,30,0
"F","20","Fear","60",91,55,3,0,0,4,0,65,0,50,5,11,1,30,50,0,5,2,70,56,5,3,1,63,41,0,1,25,0,0,20,2,40,50,0,49,0,0,0,50,65,19,10,0,2,5,5,57,0,55,0,40,0,60,37,0,10,10,60,55,15,5,10,59,60,0,1,75,0,0,2,0,20,50,0,45,1,0,0
"F","20","Fear","69",75,53,40,26,5,7,2,79,20,24,21,12,1,50,33,18,62,5,62,44,8,20,5,77,40,2,1,35,2,3,43,1,21,75,2,50,25,3,3,65,80,21,34,31,9,15,68,72,6,48,14,13,4,39,35,14,77,12,34,71,5,25,6,73,47,2,3,62,5,15,31,6,67,61,9,49,6,17,5
"F","19","Fear","73",98,9,38,55,5,42,4,73,19,60,46,93,1,86,39,71,11,79,47,23,77,86,26,23,54,2,5,55,62,5,6,5,100,54,5,53,3,67,5,15,83,9,24,21,9,73,5,56,24,43,46,95,38,28,16,27,18,71,25,29,62,42,38,33,13,3,7,15,17,21,17,36,90,25,11,26,36,58,6
"F","19","Fear","20",5,2,3,20,50,1,31,5,10,1,30,40,1,1,2,40,70,14,10,5,72,20,72,10,2,1,3,5,51,50,51,1,31,10,3,5,1,50,13,5,50,5,5,5,20,5,20,5,2,2,10,20,20,2,2,30,35,30,6,8,16,5,5,7,6,30,16,2,7,24,26,6,26,5,4,6,3,24,2
"F","19","Fear","40",15,50,10,20,35,75,10,10,30,15,60,75,15,20,25,30,65,50,60,30,70,65,80,20,15,5,50,15,55,25,70,70,50,50,50,70,25,70,10,40,25,30,20,20,25,60,30,25,35,25,55,70,20,30,25,25,30,80,35,20,70,40,60,20,25,3,50,40,50,30,65,58,60,33,30,50,40,50,3
"F","20","Fear","70",97,45,22,15,3,7,0,84,20,80,2,1,20,84,80,0,30,3,50,97,1,2,0,96,30,0,0,67,10,22,50,0,15,70,0,70,5,1,0,80,70,30,0,15,4,20,16,54,0,55,10,3,0,32,20,2,89,8,57,60,0,10,25,35,41,0,2,50,0,6,50,0,18,59,1,61,15,16,0
"F","19","Fear","60",50,60,60,55,70,75,90,70,50,60,25,50,11,70,65,90,30,25,60,70,25,40,70,80,80,70,50,40,49,100,30,35,10,60,10,50,30,70,70,40,35,64,49,40,50,75,35,45,50,60,65,65,35,70,65,50,25,70,25,20,40,65,65,15,40,40,55,20,60,55,30,35,20,50,9,40,45,70,60
"F","19","Fear","81",100,62,63,1,49,89,76,89,1,50,13,16,1,52,54,16,64,1,36,68,11,48,22,72,53,1,25,89,25,2,0,12,20,52,1,53,2,1,37,51,92,81,71,19,57,85,75,89,5,87,6,12,0,63,23,9,44,15,19,85,20,21,37,90,47,29,6,50,30,50,20,16,1,64,2,64,8,11,27
"F","21","Fear","68",29,47,3,19,3,15,5,55,3,45,36,62,8,42,7,27,8,39,16,13,36,3,24,13,69,2,1,13,17,3,21,9,74,50,9,50,37,20,1,5,10,5,3,10,9,43,3,10,5,5,42,48,13,7,14,7,7,40,6,7,25,15,30,4,15,6,21,3,9,5,9,15,20,13,3,13,39,35,3
"F","21","Fear","75",90,85,70,50,2,50,2,90,15,50,4,40,20,50,95,5,6,30,89,80,35,10,5,80,50,30,6,85,10,30,1,5,1,80,40,88,4,10,5,2,60,20,50,40,1,58,1,10,15,50,70,80,50,50,80,2,1,80,2,3,80,30,95,5,30,6,100,5,5,6,1,95,1,1,1,1,90,75,3
"F","20","Fear","76",80,44,51,5,11,20,5,53,5,50,23,30,7,41,41,5,51,29,66,50,28,5,5,29,50,5,19,54,5,5,9,19,13,70,34,68,17,21,5,34,59,24,19,13,5,50,5,38,5,38,30,42,5,28,20,8,5,13,20,27,41,6,23,36,17,5,15,49,20,5,5,12,5,50,9,50,5,24,5
"F","20","Fear","40",40,20,10,10,10,60,20,30,20,20,60,60,50,10,30,30,30,80,30,30,60,20,60,30,40,5,35,11,40,31,20,30,40,30,20,30,50,50,5,10,20,20,5,40,30,60,20,20,20,20,50,60,40,40,10,20,10,55,10,20,60,40,60,10,20,5,50,5,55,20,10,50,10,10,20,10,65,55,10
"M","21","Fear","50",87,50,54,39,60,66,65,69,26,61,49,35,3,80,1,22,71,33,20,76,17,20,1,78,49,1,1,35,1,1,67,1,68,53,1,49,1,10,2,54,50,40,52,31,59,63,63,51,3,37,66,29,3,52,20,1,10,75,2,14,20,3,3,50,51,1,2,50,1,49,39,1,47,51,1,52,1,32,9
"F","19","Fear","60",90,30,0,0,20,50,0,40,5,20,20,20,20,10,20,0,0,10,50,50,10,0,30,50,20,0,10,20,0,0,0,0,0,60,0,40,0,15,0,20,50,0,0,0,10,40,0,30,0,0,30,5,0,5,0,0,30,0,0,0,10,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,30,5,0
"F","20","Fear","60",70,35,20,20,30,25,20,40,10,15,35,55,0,50,20,30,5,40,30,55,55,45,10,65,15,15,15,40,15,30,15,10,50,65,10,50,0,25,0,30,20,20,14,20,16,45,10,20,15,20,50,48,45,40,25,20,12,53,20,15,40,30,31,20,18,17,35,20,20,24,15,28,15,30,8,25,25,38,5
"F","19","Fear","70",10,55,65,10,75,80,5,55,5,65,10,45,10,85,30,10,5,65,30,20,85,5,20,15,50,75,20,20,10,75,5,60,25,85,50,75,30,90,40,55,40,31,65,10,10,70,5,30,5,50,25,80,55,30,40,10,50,70,40,10,80,50,40,15,50,5,60,55,10,20,5,35,15,85,25,85,35,80,70
"F","19","Fear","70",80,60,25,10,1,10,1,80,1,50,10,20,1,20,30,1,1,10,70,90,10,1,2,90,25,1,2,50,2,1,15,1,50,70,1,70,1,10,1,50,50,10,10,10,40,10,40,30,1,25,50,40,1,15,35,25,15,25,20,50,20,1,20,40,35,50,30,1,1,40,1,30,30,50,30,50,30,40,15
"F","19","Fear","95",40,90,50,5,17,90,40,70,0,50,0,70,3,40,60,1,0,20,90,70,20,60,0,30,40,10,0,90,5,10,2,60,30,100,1,90,0,13,0,70,90,50,30,11,0,92,9,50,0,50,10,80,40,20,29,0,0,30,12,11,50,30,2,60,30,1,30,60,2,0,0,40,15,70,1,40,10,65,0
"F","20","Fear","66",100,48,74,54,9,27,0,81,67,81,67,3,0,95,0,39,0,0,10,62,20,0,0,60,84,0,0,95,0,19,0,0,29,55,0,60,0,6,0,40,7,22,14,58,0,11,5,84,61,90,40,11,0,90,0,55,75,0,25,30,10,0,0,70,80,0,0,60,10,15,0,0,50,40,10,40,0,30,0
"F","19","Fear","60",75,25,50,5,10,15,10,50,10,45,40,25,5,60,20,10,50,25,65,55,16,5,10,65,25,2,3,15,15,10,3,3,10,75,3,60,10,40,2,30,60,15,15,10,3,40,7,30,10,35,40,45,5,45,10,10,20,60,20,35,60,10,25,35,15,5,20,13,10,10,10,30,5,40,4,30,40,60,2
"F","19","Fear","50",100,25,50,30,25,65,15,25,15,50,50,85,15,50,15,25,35,50,46,50,85,15,35,70,35,25,25,50,50,25,50,50,60,70,15,50,25,70,2,30,15,50,10,20,15,50,10,10,14,35,100,70,30,50,30,10,50,50,15,30,80,30,80,30,15,10,50,10,20,10,20,35,10,20,10,20,80,65,15
"F","52","Fear","58",70,58,69,2,2,58,0,60,0,62,4,40,20,41,9,10,0,19,100,20,30,0,0,47,60,11,1,95,1,2,0,0,0,70,82,70,0,1,2,13,45,54,45,0,4,51,0,51,0,22,12,22,31,5,10,2,0,7,68,42,46,0,21,43,36,2,11,65,0,3,0,0,0,71,31,74,7,18,2
"M","35","Fear","70",50,80,60,20,30,70,15,50,10,75,20,40,10,60,55,10,50,35,70,60,40,50,60,75,85,20,30,60,20,40,35,10,5,65,15,65,60,40,15,49,50,60,40,45,51,90,40,20,35,51,75,55,30,49,51,30,5,40,40,10,60,60,75,15,35,70,48,20,40,65,40,50,10,35,30,25,65,60,40
"F","36","Fear","75",40,50,60,10,0,80,0,60,0,60,20,20,0,50,50,5,0,20,60,60,60,0,0,60,50,0,0,60,0,10,0,0,10,70,0,70,10,20,0,60,60,40,60,5,0,59,0,70,0,60,60,10,20,70,70,0,0,20,70,60,5,0,0,60,70,0,0,60,0,0,0,0,10,70,0,70,0,20,0
"F","24","Fear","70",7,70,26,23,42,3,38,21,6,35,19,35,11,66,82,26,17,5,45,23,17,25,18,13,19,7,11,68,26,17,77,5,21,41,40,69,30,28,9,29,60,19,10,43,67,42,50,6,25,5,67,25,48,10,10,57,67,25,15,45,57,45,72,9,12,9,37,9,76,69,76,7,12,9,10,9,31,41,11
"F","28","Fear","85",40,70,15,5,0,5,0,70,0,70,0,5,0,40,40,0,0,0,90,60,15,0,0,80,15,0,0,70,0,0,0,0,0,90,60,100,0,5,0,80,15,40,0,5,0,70,0,20,0,30,0,40,0,0,50,0,0,10,40,30,30,5,0,30,25,0,0,65,0,0,0,0,0,90,0,70,5,60,0
"M","28","Fear","49",24,54,8,22,37,72,69,8,59,3,80,53,11,51,48,68,11,3,75,69,42,74,6,48,4,4,42,15,24,10,7,53,6,63,8,79,80,53,0,24,4,74,48,3,33,88,0,13,0,8,100,44,100,6,100,4,0,83,0,4,75,85,11,5,0,29,100,6,0,13,0,78,0,6,29,6,84,100,82
"M","26","Fear","70",70,50,20,0,0,0,0,70,0,50,0,10,21,90,80,0,0,0,70,80,0,0,0,80,80,0,0,80,0,0,0,0,0,80,0,80,0,0,0,40,100,20,20,0,0,60,0,50,0,75,0,0,0,50,80,0,0,10,60,10,0,0,0,20,20,0,0,0,0,0,0,0,0,50,0,30,0,20,5
"F","25","Fear","90",85,90,0,0,0,0,0,90,0,80,0,0,61,0,50,0,0,0,75,69,0,0,0,20,50,0,0,49,0,0,0,0,0,80,0,79,0,0,0,50,0,25,0,0,0,0,0,19,0,0,0,30,70,0,20,0,0,30,0,10,15,20,0,0,21,0,0,0,0,0,0,5,0,60,0,10,10,34,0
"M","27","Fear","59",90,90,20,0,0,0,10,91,0,90,0,10,0,10,8,0,70,0,15,50,5,0,70,90,50,10,0,10,0,0,10,0,40,60,5,50,0,0,0,48,70,90,51,7,0,11,0,5,0,80,0,0,0,0,26,0,0,0,0,25,5,0,19,80,79,0,0,50,0,0,0,0,0,65,5,65,0,0,0
"F","25","Fear","29",70,30,9,40,50,27,0,40,27,31,38,0,0,22,0,40,30,56,10,19,0,0,22,39,31,0,0,20,0,0,46,0,0,40,0,30,0,30,0,0,27,0,0,0,0,64,0,18,0,12,28,52,21,27,0,0,0,47,0,0,0,0,9,0,16,0,0,0,0,14,11,0,0,0,0,0,0,16,0
"M","26","Fear","38",50,55,20,44,12,20,10,50,70,27,60,60,10,40,30,60,24,60,31,40,65,10,65,30,23,5,59,33,61,5,84,3,12,34,10,52,38,60,0,28,42,26,8,46,0,68,0,32,59,11,67,23,18,25,73,56,0,59,0,18,54,28,67,17,11,0,59,0,66,0,73,37,0,27,0,20,67,53,0
"F","36","Fear","70",0,70,70,0,0,60,40,70,0,70,0,55,0,70,70,0,0,0,80,75,0,20,0,80,70,0,0,40,0,0,0,0,0,70,0,70,0,0,0,65,65,70,65,4,2,70,1,70,1,70,0,4,0,70,68,0,15,0,68,70,0,49,2,70,79,0,10,50,10,0,1,4,1,65,1,65,1,4,0
"F","26","Fear","95",95,75,81,1,0,5,3,95,1,80,1,7,0,95,70,0,50,1,81,93,1,0,2,95,85,0,0,90,0,0,23,0,75,85,0,90,0,2,0,70,68,70,80,5,0,28,0,70,3,60,16,35,10,60,9,1,9,25,61,52,14,2,16,66,66,0,10,70,3,8,2,15,64,86,0,83,15,13,3
"M","32","Fear","65",80,35,50,40,10,20,10,70,20,65,15,30,20,75,65,60,5,30,65,70,10,20,20,80,75,10,10,70,5,15,10,10,20,75,40,70,5,20,5,70,75,40,50,20,5,5,15,70,15,65,10,15,30,75,55,20,15,15,70,70,15,10,10,75,65,5,15,60,10,15,15,5,10,65,45,60,10,20,10
"F","25","Fear","75",100,51,11,16,3,63,3,86,2,81,37,2,2,67,35,2,2,2,48,100,0,2,0,100,71,0,0,22,4,0,12,0,5,62,0,62,0,8,0,5,35,16,21,23,0,80,0,46,0,9,46,45,18,24,35,0,0,15,0,0,11,40,10,25,20,0,65,0,10,20,0,30,0,0,0,0,66,70,0
"F","26","Fear","70",34,63,50,15,0,59,9,73,0,14,43,30,0,65,28,31,0,0,58,52,19,0,0,40,21,0,0,39,0,0,17,0,17,87,10,58,42,37,0,5,9,1,9,29,27,28,6,18,31,18,80,51,7,51,53,6,0,64,0,11,52,11,8,2,7,10,36,11,0,32,0,32,11,60,0,0,55,58,11
